30,2,1,13,1,6,1,1,1,40,1,1
48,2,2,9,1,8,1,1,1,40,1,1
42,2,10,16,1,3,1,1,1,45,1,2
29,2,6,10,2,11,2,1,1,58,1,1
36,2,2,9,1,7,1,1,1,40,1,1
28,2,6,10,2,5,2,1,2,40,1,1
53,2,2,9,1,5,3,1,2,40,1,2
49,6,6,10,1,1,1,1,1,50,1,2
19,2,6,10,4,3,4,1,1,32,1,1
31,2,1,13,5,6,4,2,2,40,1,1
29,1,1,13,1,6,1,1,1,70,1,2
23,2,6,10,4,10,2,1,1,40,1,1
79,2,6,10,1,3,6,1,1,20,1,1
27,2,2,9,4,4,4,1,1,40,6,1
40,2,7,12,1,5,1,1,1,40,1,1
18,2,3,7,4,4,4,1,2,22,1,1
31,5,9,4,1,9,1,1,1,40,1,1
18,2,2,9,4,6,2,1,1,30,1,1
52,2,1,13,1,4,1,1,1,40,2,1
46,2,2,9,1,4,3,1,2,40,1,1
59,2,2,9,1,6,1,1,1,48,1,1
44,2,2,9,2,7,2,1,2,40,1,2
53,2,2,9,2,6,4,1,2,35,1,1
49,5,2,9,1,12,1,1,1,40,1,2
33,2,4,14,1,3,1,1,1,50,1,1
30,2,5,5,4,6,2,1,1,40,1,1
43,4,10,16,4,3,2,1,2,50,1,2
57,2,8,11,1,3,1,1,1,40,1,1
37,2,6,10,2,7,5,1,2,40,1,1
28,2,6,10,2,10,5,2,2,25,1,1
30,2,2,9,1,6,3,3,2,35,15,1
34,5,1,13,1,12,1,1,1,40,1,2
29,5,6,10,4,2,2,1,1,50,1,1
48,1,10,16,1,3,1,1,1,60,1,2
37,2,6,10,1,6,1,1,1,48,1,2
48,2,7,12,2,1,5,1,2,40,9,1
32,4,2,9,4,4,4,2,1,40,1,1
76,2,4,14,1,1,1,1,1,40,1,2
44,2,1,13,1,1,1,1,1,60,1,2
47,1,4,14,4,3,2,1,2,50,1,1
20,2,6,10,4,11,4,1,2,40,1,1
29,2,2,9,4,7,2,1,1,40,1,1
32,6,2,9,1,7,1,1,1,40,1,2
30,2,3,7,4,2,4,1,1,40,1,1
31,5,2,9,4,5,2,1,2,40,1,1
42,2,2,9,1,2,1,1,1,40,1,1
24,2,1,13,4,6,6,1,1,40,1,1
38,2,11,15,1,3,1,1,1,40,1,2
56,1,2,9,1,4,1,1,1,50,10,2
28,2,6,10,1,6,3,1,2,25,1,1
36,2,2,9,4,10,4,1,2,40,1,1
53,2,5,5,1,2,1,1,1,50,1,1
56,6,6,10,1,6,1,1,1,50,1,1
49,5,8,11,1,7,1,2,1,40,1,2
55,2,6,10,1,6,1,1,1,56,1,1
22,2,2,9,4,7,2,1,1,41,1,1
21,2,6,10,4,4,4,1,2,40,1,1
40,2,1,13,1,1,1,1,1,60,1,1
30,2,1,13,4,1,4,2,1,40,11,1
29,3,1,13,1,3,1,1,1,50,1,2
19,2,6,10,4,4,4,2,1,35,1,1
47,2,1,13,1,1,3,1,2,40,1,2
20,2,6,10,4,5,4,1,2,28,1,1
31,2,7,12,1,5,1,1,1,40,1,2
39,2,6,10,2,7,2,1,1,40,1,1
28,2,7,12,4,6,2,1,2,60,1,1
24,2,2,9,4,4,2,1,2,40,1,1
38,1,2,9,1,7,1,1,1,35,1,1
37,2,1,13,1,6,1,1,1,50,1,1
46,2,7,12,2,11,2,2,2,36,1,1
38,4,4,14,1,3,1,1,1,40,12,2
43,1,2,9,1,7,1,1,1,60,1,1
27,2,8,11,1,5,3,1,2,35,1,1
20,2,6,10,4,6,4,1,1,20,1,1
49,2,6,10,1,7,1,3,1,40,1,2
61,6,2,9,1,7,1,1,1,40,1,1
27,2,6,10,4,6,4,1,2,40,1,1
19,2,6,10,4,4,4,1,1,30,6,1
45,2,8,11,4,3,2,1,2,40,1,2
70,2,6,10,4,11,6,1,1,40,1,1
31,2,2,9,4,8,5,2,2,30,1,1
22,2,6,10,1,4,1,1,1,24,1,1
36,2,2,9,7,4,5,1,2,24,1,1
64,2,3,7,1,7,1,1,1,40,1,1
47,5,6,10,2,5,5,1,2,38,6,1
34,2,2,9,4,5,2,1,2,40,1,1
33,2,1,13,4,1,6,3,2,40,13,1
21,2,2,9,4,7,4,1,1,35,1,1
48,2,2,9,1,7,1,1,1,46,1,1
23,2,1,13,4,2,2,1,1,40,1,1
71,1,6,10,5,6,5,2,1,2,1,1
29,2,2,9,2,7,2,1,1,60,1,1
42,2,1,13,5,4,6,2,1,50,1,1
25,2,2,9,4,4,5,1,2,40,1,1
44,6,4,14,2,1,5,3,2,40,1,1
28,2,2,9,4,1,2,3,2,40,9,1
45,1,4,14,1,6,1,1,1,40,1,2
36,2,6,10,2,4,5,1,2,40,6,1
39,4,7,12,4,1,2,1,1,42,1,1
46,3,4,14,7,12,5,1,1,40,1,1
18,2,3,7,4,2,4,1,1,16,1,1
66,5,8,11,7,3,2,1,2,20,1,1
27,2,2,9,4,4,2,1,1,40,1,1
28,3,2,9,1,12,1,1,1,40,1,1
51,2,6,10,1,6,1,1,1,40,1,2
27,2,1,13,4,7,2,1,1,50,1,1
28,3,1,13,1,3,1,1,1,40,1,2
27,2,2,9,3,6,5,1,2,25,1,1
21,2,2,9,4,7,4,2,1,40,1,1
34,2,2,9,4,2,2,2,1,40,1,1
18,2,2,9,4,4,4,1,1,12,1,1
33,2,1,13,1,3,1,1,1,65,1,1
44,5,6,10,1,1,1,2,1,38,1,2
43,2,6,10,2,5,2,1,2,40,1,1
30,2,6,10,4,7,2,2,1,45,1,1
40,2,9,4,1,10,1,1,1,40,6,2
37,4,6,10,1,5,1,1,1,42,1,2
34,2,2,9,1,5,1,2,1,40,1,1
41,1,1,13,2,1,2,1,2,40,1,1
31,2,4,14,1,3,3,1,2,50,1,1
58,3,10,16,1,3,1,1,1,1,1,2
38,2,6,10,2,10,2,2,2,28,1,1
24,2,6,10,1,10,1,1,1,40,1,1
41,5,1,13,1,7,1,2,1,40,1,1
47,2,6,10,1,11,1,1,1,45,1,1
41,4,1,13,1,11,1,1,1,24,1,1
23,2,12,3,1,8,6,1,1,40,6,1
36,2,6,10,2,7,2,1,1,40,1,1
40,4,4,14,4,1,2,1,2,55,1,2
35,2,4,14,1,3,6,1,1,40,1,2
24,1,2,9,4,6,2,1,1,40,1,1
26,2,4,14,4,3,2,1,2,40,1,1
51,2,1,13,1,1,1,1,1,50,1,2
42,5,6,10,4,3,2,1,2,40,1,1
37,3,2,9,2,5,5,1,2,35,1,1
18,2,3,7,4,6,4,1,2,40,1,1
36,2,1,13,1,4,1,2,1,36,1,2
35,2,2,9,2,7,2,1,1,60,1,1
58,6,2,9,1,6,3,1,2,35,1,2
17,2,3,7,4,6,4,1,2,12,1,1
44,5,2,9,1,8,1,2,1,40,1,1
37,2,2,9,1,7,1,1,1,40,1,2
35,2,6,10,4,6,2,4,2,40,1,1
60,2,2,9,1,7,1,3,1,40,1,1
54,6,9,4,1,10,1,1,1,40,1,2
37,2,1,13,4,1,2,2,1,60,1,2
50,2,7,12,2,6,2,1,2,40,1,1
38,2,1,13,1,6,1,1,1,50,14,1
45,2,1,13,1,3,1,1,1,55,1,1
25,2,13,6,4,7,2,1,1,40,1,1
31,2,6,10,1,2,1,1,1,40,1,1
90,2,2,9,4,4,2,2,1,40,1,1
54,2,2,9,1,5,1,2,1,20,1,1
53,5,14,1,4,10,2,1,2,35,1,1
18,2,2,9,4,6,4,1,2,40,1,1
66,1,2,9,1,9,1,1,1,50,1,1
75,2,8,11,7,5,2,1,2,20,15,1
65,2,2,9,2,5,2,1,2,40,1,1
35,2,3,7,5,8,2,2,1,40,1,1
41,2,2,9,2,6,5,2,2,38,1,1
25,2,6,10,4,5,2,1,1,42,1,1
33,2,6,10,2,7,6,5,2,40,1,1
28,2,11,15,4,3,2,1,1,55,1,2
59,3,2,9,1,4,1,1,1,40,1,1
40,3,6,10,4,5,2,1,2,38,1,1
41,2,1,13,1,1,1,1,1,50,12,2
38,5,4,14,1,1,1,1,1,70,1,2
23,2,2,9,4,8,4,1,1,40,1,1
40,2,1,13,1,3,1,1,1,40,1,2
41,1,2,9,1,4,3,1,2,20,1,1
24,3,7,12,1,12,1,1,1,50,1,1
38,2,6,10,2,7,2,1,1,40,1,1
56,2,2,9,1,5,1,1,1,35,15,1
58,2,2,9,1,5,1,1,1,45,1,2
32,2,2,9,4,4,2,1,2,34,1,1
40,2,7,12,1,11,1,1,1,60,1,2
45,2,2,9,1,5,1,1,1,40,15,1
41,2,11,15,1,3,3,1,2,40,1,2
42,2,1,13,1,5,3,2,2,40,1,1
59,5,13,6,7,4,5,2,2,30,1,1
19,5,6,10,4,5,4,1,1,40,1,1
58,2,6,10,4,8,2,1,1,20,1,1
42,1,2,9,1,9,1,3,1,40,16,2
20,2,2,9,4,4,4,1,2,40,1,1
32,2,2,9,5,4,2,1,2,30,1,1
45,2,8,11,7,1,2,1,2,45,1,1
50,2,9,4,2,7,2,1,1,40,1,1
36,2,1,13,2,3,4,1,2,40,1,1
45,2,2,9,1,6,1,1,1,60,1,1
17,2,3,7,4,4,4,1,1,12,1,1
59,2,6,10,1,6,1,1,1,40,1,1
26,2,3,7,1,7,1,1,1,40,1,1
37,6,6,10,1,1,1,3,1,75,17,2
64,2,2,9,1,1,1,1,1,40,1,2
33,2,1,13,4,3,2,1,2,45,1,1
33,2,2,9,1,7,3,1,2,40,1,2
61,2,2,9,1,1,1,1,1,40,1,2
17,2,5,5,4,4,4,1,1,24,1,1
50,1,4,14,1,9,1,1,1,98,1,1
27,5,4,14,4,3,4,1,1,35,1,1
30,2,2,9,2,3,4,1,2,40,1,1
43,2,2,9,1,2,1,2,1,40,1,1
44,2,6,10,1,7,1,1,1,40,1,2
35,2,6,10,4,1,2,1,2,40,1,1
25,2,6,10,4,11,4,1,2,40,1,1
24,2,6,10,1,10,3,1,2,48,1,2
22,2,1,13,4,3,2,1,2,15,11,1
42,5,6,10,1,7,1,1,1,40,1,2
34,2,7,12,2,6,5,2,2,45,1,1
60,2,1,13,2,3,2,1,2,42,1,1
21,2,2,9,4,2,4,1,1,40,1,1
57,4,4,14,1,6,1,1,1,40,1,2
41,2,11,15,1,3,1,1,1,60,1,2
50,2,6,10,2,4,2,1,1,45,1,1
25,2,1,13,4,1,2,1,2,40,1,1
50,2,9,4,1,7,1,1,1,40,18,1
36,2,1,13,1,3,1,1,1,45,1,1
31,2,2,9,2,3,2,1,2,40,1,1
29,5,1,13,4,12,2,1,1,56,1,1
21,2,6,10,4,6,4,1,1,45,1,1
27,2,1,13,4,11,5,2,2,40,1,1
65,2,2,9,1,8,1,1,1,16,1,1
37,6,1,13,2,6,2,1,2,60,1,1
24,2,2,9,4,7,4,1,1,40,1,1
38,2,2,9,2,6,2,1,1,80,1,1
48,2,1,13,1,5,1,1,1,40,1,2
21,2,6,10,4,4,2,3,2,25,1,1
31,2,2,9,1,8,1,1,1,45,1,2
55,2,2,9,1,6,1,1,1,40,1,2
24,2,6,10,1,5,3,3,2,40,19,1
43,2,2,9,2,5,2,1,2,40,1,1
26,2,7,12,4,11,2,1,1,45,1,1
46,2,7,12,4,3,2,1,2,33,1,1
35,2,7,12,1,5,1,1,1,40,1,2
41,6,6,10,1,9,1,1,1,54,1,2
26,2,1,13,4,6,2,1,1,40,1,1
34,2,4,14,1,1,1,3,1,35,20,2
36,1,1,13,2,3,2,2,2,40,1,2
22,2,6,10,4,6,4,1,1,15,1,1
24,2,6,10,4,10,2,1,1,40,1,1
77,1,6,10,1,6,1,1,1,40,1,1
22,2,12,3,1,10,6,1,2,40,6,1
29,2,6,10,4,11,2,1,2,40,1,1
62,2,2,9,7,4,2,1,2,24,1,1
39,1,2,9,1,1,1,1,1,40,1,1
43,2,6,10,1,7,1,1,1,50,1,1
35,2,2,9,2,8,2,1,1,45,1,1
29,2,3,7,4,1,2,1,2,40,1,1
76,1,4,14,1,7,1,1,1,10,1,1
63,1,2,9,1,9,1,1,1,45,1,1
43,2,6,10,1,3,3,1,2,50,1,2
58,1,2,9,1,2,1,1,1,40,1,1
66,2,2,9,4,8,2,1,1,55,1,1
41,2,6,10,4,7,2,2,1,45,1,1
26,2,1,13,4,5,2,1,1,40,1,1
47,2,8,11,4,4,2,1,1,40,1,1
55,5,13,6,1,5,1,1,1,40,1,1
53,2,2,9,1,8,1,1,1,40,1,1
17,2,12,3,4,4,6,1,1,48,6,1
30,2,2,9,4,7,6,1,1,40,1,1
49,2,4,14,4,3,2,1,1,60,1,1
19,2,2,9,4,6,5,2,1,30,21,1
45,2,2,9,1,4,1,2,1,40,1,1
26,2,7,12,4,6,2,1,1,40,1,1
38,2,8,11,1,7,1,1,1,40,1,2
36,3,2,9,1,12,1,1,1,40,1,2
33,2,2,9,4,9,2,1,1,20,1,1
22,3,6,10,4,12,4,2,2,40,1,1
43,1,1,13,4,6,2,1,1,42,1,1
56,2,7,12,3,4,2,1,1,25,12,1
31,2,1,13,4,3,4,1,1,25,1,1
33,2,1,13,1,1,1,1,1,40,1,2
26,2,2,9,1,4,1,1,1,40,1,1
33,2,1,13,1,1,1,1,1,40,1,2
46,5,3,7,1,8,1,1,1,30,1,1
38,4,2,9,1,5,1,1,1,40,1,2
65,2,3,7,7,4,5,5,1,40,1,1
40,2,8,11,1,11,1,1,1,40,1,2
42,2,2,9,1,5,3,1,2,35,1,1
26,1,5,5,1,7,1,1,1,40,22,1
36,2,13,6,1,4,3,1,2,24,1,1
62,2,4,14,1,3,1,1,1,40,1,2
43,2,1,13,1,8,1,1,1,45,1,1
43,2,1,13,2,1,2,1,1,45,1,2
22,2,2,9,3,6,2,1,1,55,1,1
28,2,2,9,1,7,1,1,1,40,1,1
56,1,6,10,1,6,1,1,1,45,1,1
22,2,7,12,4,6,2,1,2,15,1,1
57,2,1,13,2,1,2,1,2,45,1,2
39,2,2,9,2,6,5,1,2,40,1,1
26,4,6,10,4,5,5,1,2,15,1,1
17,2,3,7,4,4,4,1,1,10,1,1
40,3,8,11,1,10,1,1,1,38,1,2
45,2,2,9,1,10,1,2,1,40,1,1
44,2,2,9,4,7,2,2,1,40,1,1
20,5,6,10,4,5,4,1,2,10,1,1
33,2,2,9,1,7,3,1,2,40,1,1
23,2,6,10,4,6,2,1,1,40,1,1
46,1,4,14,2,1,2,1,1,30,1,1
38,2,2,9,1,6,1,1,1,50,1,1
54,2,2,9,2,8,2,1,1,40,1,1
46,2,12,3,2,7,2,1,2,45,1,1
25,2,6,10,1,7,1,1,1,40,1,1
46,2,6,10,2,6,2,1,2,40,1,1
36,5,6,10,1,8,3,1,2,40,1,1
23,2,2,9,4,4,2,1,2,25,1,1
29,2,2,9,5,10,2,1,1,40,1,1
44,2,6,10,1,5,3,1,2,6,1,2
19,2,6,10,4,5,4,1,2,16,1,1
19,2,2,9,4,4,6,1,2,40,1,1
35,2,2,9,1,4,3,1,2,40,1,2
27,2,1,13,4,7,2,1,1,50,1,1
46,1,7,12,5,7,2,1,1,40,1,1
34,3,1,13,1,1,1,1,1,45,15,2
34,2,2,9,4,4,2,1,2,35,1,1
44,2,6,10,1,11,1,1,1,40,1,1
45,2,6,10,2,2,5,1,2,40,1,1
25,2,1,13,1,1,1,1,1,55,1,2
52,6,1,13,1,1,1,1,1,50,1,2
20,2,6,10,4,2,4,1,1,40,1,1
28,2,6,10,4,4,2,1,2,40,1,1
50,3,1,13,1,12,1,1,1,40,1,2
34,2,8,11,2,11,2,1,2,64,1,1
28,2,9,4,1,2,1,5,1,40,7,1
41,2,4,14,1,1,1,1,1,65,1,2
28,2,2,9,1,5,1,1,1,40,1,1
46,1,2,9,1,7,1,1,1,25,1,1
32,2,6,10,1,1,1,1,1,50,1,1
41,5,6,10,2,4,2,2,2,24,1,1
24,2,2,9,4,2,5,2,2,40,1,1
33,2,6,10,2,1,5,1,2,40,1,1
46,2,10,16,1,1,1,1,1,60,1,2
31,3,6,10,1,10,1,1,1,40,1,1
35,2,15,8,2,7,2,1,1,50,1,2
52,2,16,2,1,10,1,1,1,40,6,1
30,2,3,7,4,4,4,1,2,19,1,1
34,5,3,7,5,10,2,2,1,40,1,1
34,3,2,9,2,8,5,1,2,40,1,1
20,2,6,10,1,6,1,1,1,30,1,1
17,2,3,7,4,2,4,1,1,18,1,1
32,3,1,13,1,1,3,1,2,40,1,2
29,2,2,9,2,9,2,1,1,40,1,1
33,2,13,6,4,7,5,1,2,35,1,1
25,2,2,9,1,8,1,1,1,60,1,1
36,4,4,14,4,3,2,1,1,40,1,1
23,2,2,9,4,2,2,1,1,72,23,1
63,6,2,9,1,1,1,1,1,40,1,2
47,5,4,14,1,3,1,1,1,40,1,1
40,1,1,13,3,3,2,1,2,40,1,1
30,2,7,12,1,4,3,1,2,25,1,2
27,2,6,10,4,7,4,3,1,40,13,1
33,2,4,14,1,3,1,1,1,50,1,2
34,5,2,9,4,9,2,2,1,60,1,1
34,5,6,10,4,12,2,1,2,40,1,1
23,2,6,10,1,5,1,1,1,40,1,1
42,5,6,10,1,5,3,1,2,40,1,1
29,2,1,13,4,3,2,1,1,40,1,1
45,2,2,9,2,5,2,1,2,28,1,1
24,4,2,9,4,13,4,1,1,40,1,1
44,2,6,10,1,3,1,1,1,40,1,2
27,2,5,5,4,7,6,1,1,40,6,1
20,2,6,10,4,6,2,1,1,35,1,1
44,2,2,9,7,1,5,2,2,40,1,1
51,2,2,9,1,7,1,4,1,40,1,1
20,2,2,9,1,10,1,1,1,40,1,1
19,2,2,9,4,10,4,2,2,40,1,1
45,6,6,10,1,7,1,1,1,55,1,2
60,2,2,9,1,7,1,1,1,40,1,2
42,2,7,12,1,1,1,2,1,40,15,2
44,1,2,9,1,6,3,1,2,40,1,2
40,2,8,11,1,10,1,3,1,40,1,2
30,2,2,9,1,1,3,1,2,40,1,1
38,2,6,10,1,8,1,2,1,50,1,1
23,2,2,9,1,8,1,1,1,60,1,1
44,2,7,12,4,9,4,1,1,40,1,1
54,5,2,9,1,8,1,2,1,40,1,1
32,2,1,13,1,3,1,1,1,50,1,1
50,2,16,2,3,7,5,1,1,40,1,1
24,2,1,13,4,11,2,1,2,20,1,1
37,2,2,9,1,5,3,1,2,60,1,1
52,2,2,9,2,8,5,1,1,40,1,1
38,2,6,10,1,8,1,1,1,40,1,1
49,2,4,14,1,1,1,1,1,45,1,2
30,2,1,13,1,11,3,1,2,16,1,2
60,2,6,10,4,3,5,1,1,40,1,2
35,2,2,9,4,7,2,1,1,40,1,1
30,2,2,9,4,8,2,1,1,60,1,1
67,2,8,11,2,4,2,1,2,24,1,1
46,2,1,13,4,7,2,1,2,40,1,1
17,2,5,5,4,4,2,1,1,6,1,1
22,2,6,10,4,2,4,1,1,30,1,1
27,2,13,6,4,4,2,1,1,40,1,1
23,2,2,9,4,4,5,1,2,35,1,1
33,2,7,12,1,7,1,1,1,45,22,1
43,1,6,10,1,7,1,1,1,20,1,1
28,3,1,13,4,3,2,1,1,20,1,1
41,2,2,9,3,7,5,1,2,40,1,1
25,2,6,10,3,5,4,2,2,20,1,1
59,5,2,9,1,8,1,1,1,45,1,1
45,5,1,13,2,3,5,1,2,40,1,1
38,2,1,13,1,6,1,1,1,60,1,2
40,2,2,9,4,4,2,1,2,35,1,1
46,4,2,9,2,5,2,1,1,40,1,1
35,2,7,12,4,1,2,1,2,60,1,1
34,2,2,9,2,3,5,1,2,25,1,1
33,2,1,13,4,7,4,1,1,20,1,1
41,2,2,9,2,5,5,1,2,36,1,1
20,2,6,10,4,10,4,1,1,40,1,1
23,2,12,3,4,4,4,1,1,40,24,1
26,2,6,10,4,3,2,1,2,35,1,1
23,5,2,9,4,9,2,1,1,40,14,1
62,5,2,9,1,8,1,1,1,40,1,1
52,2,6,10,1,5,1,1,1,40,1,1
58,2,6,10,2,4,5,1,2,42,25,1
25,2,1,13,4,6,2,1,2,40,1,1
24,2,1,13,4,1,2,2,1,40,1,1
19,2,6,10,4,12,4,1,1,8,1,1
43,2,6,10,1,1,1,1,1,40,1,1
47,5,2,9,5,5,5,2,2,40,1,1
39,2,2,9,2,4,5,1,2,40,1,1
49,2,8,11,3,2,5,1,1,42,1,1
32,2,8,11,4,7,2,1,1,45,1,1
34,2,6,10,1,3,1,1,1,50,1,2
28,2,2,9,2,7,2,1,1,45,1,1
25,2,6,10,4,5,2,4,2,20,1,1
34,2,1,13,1,3,1,1,1,50,1,2
38,6,1,13,1,1,1,1,1,80,1,2
50,2,2,9,1,1,1,1,1,50,1,2
24,5,6,10,2,2,2,2,1,50,1,1
37,5,6,10,1,11,1,1,1,45,1,2
44,2,6,10,2,10,5,1,1,58,1,2
28,2,6,10,1,6,3,1,2,40,1,1
42,2,1,13,1,1,1,1,1,40,1,2
74,2,6,10,2,5,2,1,2,9,1,1
38,1,2,9,1,7,1,1,1,50,1,1
44,1,4,14,1,3,1,1,1,40,1,1
44,2,3,7,2,10,5,5,2,46,7,1
26,2,2,9,4,10,2,1,1,40,1,1
36,2,2,9,1,4,1,2,1,40,1,1
41,2,7,12,1,1,3,1,2,50,1,2
67,2,11,15,1,3,1,1,1,48,1,2
39,5,15,8,1,11,1,1,1,50,1,1
57,2,16,2,7,14,2,2,2,30,1,1
29,2,8,11,5,7,2,1,1,40,1,1
31,6,1,13,4,9,2,1,2,45,1,1
44,2,6,10,1,8,1,1,1,40,1,1
29,2,10,16,4,3,4,1,1,40,1,1
30,2,6,10,4,2,5,1,2,40,1,1
27,2,2,9,4,8,2,1,1,40,1,1
27,2,6,10,1,6,1,1,1,50,1,1
32,2,2,9,4,2,2,1,2,45,1,1
58,2,13,6,1,4,3,1,2,8,1,1
35,5,6,10,1,12,1,1,1,40,1,1
21,2,2,9,4,2,4,1,1,36,1,1
28,2,6,10,4,7,5,1,1,40,1,1
46,1,6,10,2,1,2,1,1,50,1,1
36,1,2,9,5,4,5,1,2,40,1,1
72,2,3,7,7,5,5,1,2,40,1,1
35,2,2,9,1,10,3,2,2,40,1,1
33,4,8,11,2,7,5,2,2,40,1,2
69,2,3,7,4,10,2,1,2,40,1,1
35,2,2,9,1,10,1,1,1,40,1,1
31,2,2,9,5,5,5,1,2,20,15,1
34,2,2,9,1,11,3,1,2,32,1,1
30,2,3,7,1,4,1,1,1,40,6,1
28,2,1,13,4,8,2,1,1,55,1,1
54,2,1,13,1,6,1,1,1,35,1,2
47,2,6,10,1,3,1,1,1,50,1,2
24,2,2,9,4,2,5,2,2,40,1,1
52,1,1,13,1,3,1,1,1,60,1,2
20,2,2,9,4,2,4,4,1,48,1,1
43,6,4,14,1,1,1,1,1,45,1,1
45,2,9,4,5,4,5,1,2,40,6,1
29,1,2,9,5,7,2,1,1,35,1,1
47,2,4,14,2,1,5,1,1,42,1,1
24,2,2,9,4,7,4,1,1,40,1,1
51,2,2,9,1,3,1,1,1,40,1,1
17,2,3,7,4,6,4,1,1,12,1,1
37,2,8,11,1,7,1,1,1,40,1,2
27,2,10,16,4,3,2,1,2,70,1,1
29,2,1,13,1,1,3,1,1,40,1,2
36,1,7,12,2,6,5,1,2,35,1,1
58,5,1,13,4,3,2,1,2,40,1,1
26,1,6,10,1,7,1,1,1,45,1,1
57,2,2,9,1,6,1,1,1,40,1,2
59,2,2,9,1,7,1,1,1,40,1,1
27,2,2,9,1,10,1,1,1,40,1,1
31,1,1,13,4,11,2,1,1,40,1,1
21,2,6,10,4,6,4,1,2,24,1,1
29,2,6,10,4,5,2,1,1,60,1,1
18,2,3,7,4,4,4,1,1,40,1,1
52,2,13,6,1,7,1,1,1,47,1,2
57,6,1,13,2,3,2,1,1,80,1,1
60,2,9,4,4,8,2,1,1,48,1,2
31,2,1,13,1,3,1,1,1,40,10,2
23,2,1,13,4,5,4,1,2,40,1,1
27,2,2,9,4,6,4,1,1,40,1,1
42,1,11,15,1,3,1,1,1,50,1,2
25,2,6,10,4,11,2,1,1,40,1,1
49,2,1,13,4,3,2,1,2,45,1,1
32,2,1,13,4,11,2,1,1,40,1,1
19,2,6,10,4,5,4,1,1,28,1,1
60,2,9,4,2,4,2,1,2,40,1,1
42,5,5,5,1,4,1,1,1,40,1,1
35,1,7,12,4,9,2,1,1,40,1,1
48,2,2,9,4,5,5,2,2,37,1,1
51,2,4,14,1,7,1,1,1,40,1,2
29,2,2,9,4,7,2,4,1,40,1,1
36,5,2,9,5,1,2,2,1,40,1,1
17,2,13,6,4,4,4,1,2,21,1,1
52,2,4,14,2,3,2,1,2,60,1,1
24,2,2,9,4,7,2,1,1,40,1,1
24,2,2,9,1,2,1,1,1,50,1,1
26,5,1,13,4,3,4,1,1,40,1,1
27,2,1,13,4,4,4,1,2,20,1,1
39,2,2,9,4,2,4,1,1,60,1,1
30,2,2,9,1,8,1,2,1,45,1,1
50,1,2,9,1,1,1,1,1,32,1,1
52,6,1,13,1,6,1,1,1,55,1,1
46,2,11,15,1,3,1,1,1,45,1,2
23,2,1,13,4,6,4,1,2,20,1,1
45,2,3,7,7,4,2,2,2,20,1,1
65,2,5,5,7,14,5,2,2,24,1,1
29,2,8,11,1,8,1,1,1,55,1,1
47,2,5,5,3,2,5,1,1,40,24,1
30,2,2,9,4,9,4,2,1,60,1,1
