46,2,51618,2,9,1,4,3,1,2,0,0,40,1,1
59,2,159937,2,9,1,6,1,1,1,0,0,48,1,1
44,2,343591,2,9,2,7,2,1,2,14344,0,40,1,2
53,2,346253,2,9,2,6,4,1,2,0,0,35,1,1
49,5,268234,2,9,1,12,1,1,1,0,0,40,1,2
33,2,202051,4,14,1,3,1,1,1,0,0,50,1,1
30,2,54334,5,5,4,6,2,1,1,0,0,40,1,1
43,4,410867,10,16,4,3,2,1,2,0,0,50,1,2
57,2,249977,8,11,1,3,1,1,1,0,0,40,1,1
37,2,286730,6,10,2,7,5,1,2,0,0,40,1,1
28,2,212563,6,10,2,10,5,2,2,0,0,25,1,1
30,2,117747,2,9,1,6,3,3,2,0,1573,35,15,1
34,5,226296,1,13,1,12,1,1,1,0,0,40,1,2
29,5,115585,6,10,4,2,2,1,1,0,0,50,1,1
48,1,191277,10,16,1,3,1,1,1,0,1902,60,1,2
37,2,202683,6,10,1,6,1,1,1,0,0,48,1,2
48,2,171095,7,12,2,1,5,1,2,0,0,40,9,1
32,4,249409,2,9,4,4,4,2,1,0,0,40,1,1
76,2,124191,4,14,1,1,1,1,1,0,0,40,1,2
44,2,198282,1,13,1,1,1,1,1,15024,0,60,1,2
47,1,149116,4,14,4,3,2,1,2,0,0,50,1,1
20,2,188300,6,10,4,11,4,1,2,0,0,40,1,1
29,2,103432,2,9,4,7,2,1,1,0,0,40,1,1
32,6,317660,2,9,1,7,1,1,1,7688,0,40,1,2
30,2,194901,3,7,4,2,4,1,1,0,0,40,1,1
31,5,189265,2,9,4,5,2,1,2,0,0,40,1,1
42,2,124692,2,9,1,2,1,1,1,0,0,40,1,1
24,2,432376,1,13,4,6,6,1,1,0,0,40,1,1
38,2,65324,11,15,1,3,1,1,1,0,0,40,1,2
56,1,335605,2,9,1,4,1,1,1,0,1887,50,10,2
28,2,377869,6,10,1,6,3,1,2,4064,0,25,1,1
36,2,102864,2,9,4,10,4,1,2,0,0,40,1,1
53,2,95647,5,5,1,2,1,1,1,0,0,50,1,1
56,6,303090,6,10,1,6,1,1,1,0,0,50,1,1
49,5,197371,8,11,1,7,1,2,1,0,0,40,1,2
55,2,247552,6,10,1,6,1,1,1,0,0,56,1,1
22,2,102632,2,9,4,7,2,1,1,0,0,41,1,1
21,2,199915,6,10,4,4,4,1,2,0,0,40,1,1
40,2,118853,1,13,1,1,1,1,1,0,0,60,1,1
30,2,77143,1,13,4,1,4,2,1,0,0,40,11,1
29,3,267989,1,13,1,3,1,1,1,0,0,50,1,2
19,2,301606,6,10,4,4,4,2,1,0,0,35,1,1
47,2,287828,1,13,1,1,3,1,2,0,0,40,1,2
20,2,111697,6,10,4,5,4,1,2,0,1719,28,1,1
31,2,114937,7,12,1,5,1,1,1,0,0,40,1,2
39,2,365739,6,10,2,7,2,1,1,0,0,40,1,1
28,2,69621,7,12,4,6,2,1,2,0,0,60,1,1
24,2,43323,2,9,4,4,2,1,2,0,1762,40,1,1
38,1,120985,2,9,1,7,1,1,1,4386,0,35,1,1
37,2,254202,1,13,1,6,1,1,1,0,0,50,1,1
46,2,146195,7,12,2,11,2,2,2,0,0,36,1,1
38,4,125933,4,14,1,3,1,1,1,0,0,40,12,2
43,1,56920,2,9,1,7,1,1,1,0,0,60,1,1
27,2,163127,8,11,1,5,3,1,2,0,0,35,1,1
20,2,34310,6,10,4,6,4,1,1,0,0,20,1,1
49,2,81973,6,10,1,7,1,3,1,0,0,40,1,2
61,6,66614,2,9,1,7,1,1,1,0,0,40,1,1
27,2,232782,6,10,4,6,4,1,2,0,0,40,1,1
19,2,316868,6,10,4,4,4,1,1,0,0,30,6,1
45,2,196584,8,11,4,3,2,1,2,0,1564,40,1,2
70,2,105376,6,10,4,11,6,1,1,0,0,40,1,1
31,2,185814,2,9,4,8,5,2,2,0,0,30,1,1
22,2,175374,6,10,1,4,1,1,1,0,0,24,1,1
36,2,108293,2,9,7,4,5,1,2,0,0,24,1,1
64,2,181232,3,7,1,7,1,1,1,0,2179,40,1,1
47,5,186009,6,10,2,5,5,1,2,0,0,38,6,1
34,2,198183,2,9,4,5,2,1,2,0,0,40,1,1
33,2,163003,1,13,4,1,6,3,2,0,0,40,13,1
21,2,296158,2,9,4,7,4,1,1,0,0,35,1,1
48,2,187715,2,9,1,7,1,1,1,0,0,46,1,1
23,2,214542,1,13,4,2,2,1,1,0,0,40,1,1
71,1,494223,6,10,5,6,5,2,1,0,1816,2,1,1
29,2,191535,2,9,2,7,2,1,1,0,0,60,1,1
42,2,228456,1,13,5,4,6,2,1,0,0,50,1,1
25,2,252752,2,9,4,4,5,1,2,0,0,40,1,1
44,6,78374,4,14,2,1,5,3,2,0,0,40,1,1
28,2,88419,2,9,4,1,2,3,2,0,0,40,9,1
45,1,201080,4,14,1,6,1,1,1,0,0,40,1,2
36,2,207157,6,10,2,4,5,1,2,0,0,40,6,1
39,4,235485,7,12,4,1,2,1,1,0,0,42,1,1
46,3,102628,4,14,7,12,5,1,1,0,0,40,1,1
18,2,25828,3,7,4,2,4,1,1,0,0,16,1,1
66,5,54826,8,11,7,3,2,1,2,0,0,20,1,1
27,2,124953,2,9,4,4,2,1,1,0,1980,40,1,1
28,3,175325,2,9,1,12,1,1,1,0,0,40,1,1
51,2,96062,6,10,1,6,1,1,1,0,1977,40,1,2
27,2,428030,1,13,4,7,2,1,1,0,0,50,1,1
28,3,149624,1,13,1,3,1,1,1,0,0,40,1,2
27,2,253814,2,9,3,6,5,1,2,0,0,25,1,1
21,2,312956,2,9,4,7,4,2,1,0,0,40,1,1
34,2,483777,2,9,4,2,2,2,1,0,0,40,1,1
18,2,183930,2,9,4,4,4,1,1,0,0,12,1,1
33,2,37274,1,13,1,3,1,1,1,0,0,65,1,1
44,5,181344,6,10,1,1,1,2,1,0,0,38,1,2
43,2,114580,6,10,2,5,2,1,2,0,0,40,1,1
30,2,633742,6,10,4,7,2,2,1,0,0,45,1,1
40,2,286370,9,4,1,10,1,1,1,0,0,40,6,2
37,4,29054,6,10,1,5,1,1,1,0,0,42,1,2
34,2,304030,2,9,1,5,1,2,1,0,0,40,1,1
41,1,143129,1,13,2,1,2,1,2,0,0,40,1,1
31,2,99928,4,14,1,3,3,1,2,0,0,50,1,1
58,3,109567,10,16,1,3,1,1,1,0,0,1,1,2
38,2,155222,6,10,2,10,2,2,2,0,0,28,1,1
24,2,159567,6,10,1,10,1,1,1,0,0,40,1,1
41,5,523910,1,13,1,7,1,2,1,0,0,40,1,1
47,2,120939,6,10,1,11,1,1,1,0,0,45,1,1
41,4,130760,1,13,1,11,1,1,1,0,0,24,1,1
23,2,197387,12,3,1,8,6,1,1,0,0,40,6,1
36,2,99374,6,10,2,7,2,1,1,0,0,40,1,1
40,4,56795,4,14,4,1,2,1,2,14084,0,55,1,2
35,2,138992,4,14,1,3,6,1,1,7298,0,40,1,2
24,1,32921,2,9,4,6,2,1,1,0,0,40,1,1
26,2,397317,4,14,4,3,2,1,2,0,1876,40,1,1
51,2,259323,1,13,1,1,1,1,1,0,0,50,1,2
42,5,254817,6,10,4,3,2,1,2,0,1340,40,1,1
37,3,48211,2,9,2,5,5,1,2,0,0,35,1,1
18,2,140164,3,7,4,6,4,1,2,0,0,40,1,1
36,2,128757,1,13,1,4,1,2,1,7298,0,36,1,2
35,2,36270,2,9,2,7,2,1,1,0,0,60,1,1
58,6,210563,2,9,1,6,3,1,2,15024,0,35,1,2
17,2,65368,3,7,4,6,4,1,2,0,0,12,1,1
44,5,160943,2,9,1,8,1,2,1,0,0,40,1,1
37,2,208358,2,9,1,7,1,1,1,0,0,40,1,2
35,2,153790,6,10,4,6,2,4,2,0,0,40,1,1
60,2,85815,2,9,1,7,1,3,1,0,0,40,1,1
54,6,125417,9,4,1,10,1,1,1,0,0,40,1,2
37,2,635913,1,13,4,1,2,2,1,0,0,60,1,2
50,2,313321,7,12,2,6,2,1,2,0,0,40,1,1
38,2,182609,1,13,1,6,1,1,1,0,0,50,14,1
45,2,109434,1,13,1,3,1,1,1,0,0,55,1,1
25,2,255004,13,6,4,7,2,1,1,0,0,40,1,1
31,2,197860,6,10,1,2,1,1,1,0,0,40,1,1
90,2,51744,2,9,4,4,2,2,1,0,2206,40,1,1
54,2,176681,2,9,1,5,1,2,1,0,0,20,1,1
53,5,140359,14,1,4,10,2,1,2,0,0,35,1,1
18,2,243313,2,9,4,6,4,1,2,0,0,40,1,1
66,1,167687,2,9,1,9,1,1,1,1409,0,50,1,1
75,2,314209,8,11,7,5,2,1,2,0,0,20,15,1
65,2,176796,2,9,2,5,2,1,2,0,0,40,1,1
35,2,538583,3,7,5,8,2,2,1,3674,0,40,1,1
41,2,130408,2,9,2,6,5,2,2,0,0,38,1,1
25,2,159732,6,10,4,5,2,1,1,0,0,42,1,1
33,2,110978,6,10,2,7,6,5,2,0,0,40,1,1
28,2,76714,11,15,4,3,2,1,1,0,0,55,1,2
59,3,268700,2,9,1,4,1,1,1,0,0,40,1,1
40,3,170525,6,10,4,5,2,1,2,0,0,38,1,1
41,2,180138,1,13,1,1,1,1,1,0,0,50,12,2
38,5,115076,4,14,1,1,1,1,1,0,0,70,1,2
23,2,115458,2,9,4,8,4,1,1,0,0,40,1,1
40,2,347890,1,13,1,3,1,1,1,0,0,40,1,2
41,1,196001,2,9,1,4,3,1,2,0,0,20,1,1
24,3,273905,7,12,1,12,1,1,1,0,0,50,1,1
38,2,179488,6,10,2,7,2,1,1,0,1741,40,1,1
56,2,203580,2,9,1,5,1,1,1,0,0,35,15,1
58,2,236596,2,9,1,5,1,1,1,0,0,45,1,2
32,2,183916,2,9,4,4,2,1,2,0,0,34,1,1
40,2,207578,7,12,1,11,1,1,1,0,1977,60,1,2
45,2,153141,2,9,1,5,1,1,1,0,0,40,15,1
41,2,112763,11,15,1,3,3,1,2,0,0,40,1,2
42,2,390781,1,13,1,5,3,2,2,0,0,40,1,1
59,5,171328,13,6,7,4,5,2,2,0,0,30,1,1
19,5,27382,6,10,4,5,4,1,1,0,0,40,1,1
58,2,259014,6,10,4,8,2,1,1,0,0,20,1,1
42,1,303044,2,9,1,9,1,3,1,0,0,40,16,2
20,2,117789,2,9,4,4,4,1,2,0,0,40,1,1
32,2,172579,2,9,5,4,2,1,2,0,0,30,1,1
45,2,187666,8,11,7,1,2,1,2,0,0,45,1,1
50,2,204518,9,4,2,7,2,1,1,0,0,40,1,1
36,2,150042,1,13,2,3,4,1,2,0,0,40,1,1
45,2,98092,2,9,1,6,1,1,1,0,0,60,1,1
17,2,245918,3,7,4,4,4,1,1,0,0,12,1,1
59,2,146013,6,10,1,6,1,1,1,4064,0,40,1,1
26,2,378322,3,7,1,7,1,1,1,0,0,40,1,1
37,6,257295,6,10,1,1,1,3,1,0,0,75,17,2
64,2,21174,2,9,1,1,1,1,1,0,0,40,1,2
33,2,185480,1,13,4,3,2,1,2,0,0,45,1,1
33,2,222205,2,9,1,7,3,1,2,0,0,40,1,2
61,2,69867,2,9,1,1,1,1,1,0,0,40,1,2
17,2,191260,5,5,4,4,4,1,1,1055,0,24,1,1
50,1,30653,4,14,1,9,1,1,1,2407,0,98,1,1
27,5,209109,4,14,4,3,4,1,1,0,0,35,1,1
30,2,70377,2,9,2,3,4,1,2,0,0,40,1,1
43,2,477983,2,9,1,2,1,2,1,0,0,40,1,1
44,2,170924,6,10,1,7,1,1,1,7298,0,40,1,2
35,2,190174,6,10,4,1,2,1,2,0,0,40,1,1
25,2,193787,6,10,4,11,4,1,2,0,0,40,1,1
24,2,279472,6,10,1,10,3,1,2,7298,0,48,1,2
22,2,34918,1,13,4,3,2,1,2,0,0,15,11,1
42,5,97688,6,10,1,7,1,1,1,5178,0,40,1,2
34,2,175413,7,12,2,6,5,2,2,0,0,45,1,1
60,2,173960,1,13,2,3,2,1,2,0,0,42,1,1
21,2,205759,2,9,4,2,4,1,1,0,0,40,1,1
57,4,425161,4,14,1,6,1,1,1,15024,0,40,1,2
41,2,220531,11,15,1,3,1,1,1,0,0,60,1,2
50,2,176609,6,10,2,4,2,1,1,0,0,45,1,1
25,2,371987,1,13,4,1,2,1,2,0,0,40,1,1
50,2,193884,9,4,1,7,1,1,1,0,0,40,18,1
36,2,200352,1,13,1,3,1,1,1,0,0,45,1,1
31,2,127595,2,9,2,3,2,1,2,0,0,40,1,1
29,5,220419,1,13,4,12,2,1,1,0,0,56,1,1
21,2,231931,6,10,4,6,4,1,1,0,0,45,1,1
27,2,248402,1,13,4,11,5,2,2,0,0,40,1,1
65,2,111095,2,9,1,8,1,1,1,0,0,16,1,1
37,6,57424,1,13,2,6,2,1,2,0,0,60,1,1
24,2,278130,2,9,4,7,4,1,1,0,0,40,1,1
38,2,169469,2,9,2,6,2,1,1,0,0,80,1,1
48,2,146268,1,13,1,5,1,1,1,7688,0,40,1,2
21,2,153718,6,10,4,4,2,3,2,0,0,25,1,1
31,2,217460,2,9,1,8,1,1,1,0,0,45,1,2
55,2,238638,2,9,1,6,1,1,1,4386,0,40,1,2
24,2,303296,6,10,1,5,3,3,2,0,0,40,19,1
43,2,173321,2,9,2,5,2,1,2,0,0,40,1,1
26,2,193945,7,12,4,11,2,1,1,0,0,45,1,1
46,2,83082,7,12,4,3,2,1,2,0,0,33,1,1
35,2,193815,7,12,1,5,1,1,1,0,0,40,1,2
41,6,34987,6,10,1,9,1,1,1,0,0,54,1,2
26,2,59306,1,13,4,6,2,1,1,0,0,40,1,1
34,2,142897,4,14,1,1,1,3,1,7298,0,35,20,2
36,1,205607,1,13,2,3,2,2,2,0,0,40,1,2
22,2,199698,6,10,4,6,4,1,1,0,0,15,1,1
24,2,191954,6,10,4,10,2,1,1,0,0,40,1,1
77,1,138714,6,10,1,6,1,1,1,0,0,40,1,1
22,2,399087,12,3,1,10,6,1,2,0,0,40,6,1
29,2,423158,6,10,4,11,2,1,2,0,0,40,1,1
62,2,159841,2,9,7,4,2,1,2,0,0,24,1,1
39,1,174308,2,9,1,1,1,1,1,0,0,40,1,1
43,2,50356,6,10,1,7,1,1,1,0,1485,50,1,1
35,2,186110,2,9,2,8,2,1,1,0,0,45,1,1
29,2,200381,3,7,4,1,2,1,2,0,0,40,1,1
76,1,174309,4,14,1,7,1,1,1,0,0,10,1,1
63,1,78383,2,9,1,9,1,1,1,0,0,45,1,1
43,2,187728,6,10,1,3,3,1,2,0,1887,50,1,2
58,1,321171,2,9,1,2,1,1,1,0,0,40,1,1
66,2,127921,2,9,4,8,2,1,1,2050,0,55,1,1
41,2,206565,6,10,4,7,2,2,1,0,0,45,1,1
26,2,224563,1,13,4,5,2,1,1,0,0,40,1,1
47,2,178686,8,11,4,4,2,1,1,0,0,40,1,1
55,5,98545,13,6,1,5,1,1,1,0,0,40,1,1
53,2,242606,2,9,1,8,1,1,1,0,0,40,1,1
17,2,270942,12,3,4,4,6,1,1,0,0,48,6,1
30,2,94235,2,9,4,7,6,1,1,0,0,40,1,1
49,2,71195,4,14,4,3,2,1,1,0,0,60,1,1
19,2,104112,2,9,4,6,5,2,1,0,0,30,21,1
45,2,261192,2,9,1,4,1,2,1,0,0,40,1,1
26,2,94936,7,12,4,6,2,1,1,0,0,40,1,1
38,2,296478,8,11,1,7,1,1,1,7298,0,40,1,2
36,3,119272,2,9,1,12,1,1,1,7298,0,40,1,2
33,2,85043,2,9,4,9,2,1,1,0,0,20,1,1
22,3,293364,6,10,4,12,4,2,2,0,0,40,1,1
43,1,241895,1,13,4,6,2,1,1,0,0,42,1,1
56,2,101128,7,12,3,4,2,1,1,0,0,25,12,1
31,2,156464,1,13,4,3,4,1,1,0,0,25,1,1
33,2,117963,1,13,1,1,1,1,1,0,0,40,1,2
26,2,192262,2,9,1,4,1,1,1,0,0,40,1,1
33,2,111363,1,13,1,1,1,1,1,0,0,40,1,2
46,5,329752,3,7,1,8,1,1,1,0,0,30,1,1
38,4,95432,2,9,1,5,1,1,1,0,0,40,1,2
65,2,161400,3,7,7,4,5,5,1,0,0,40,1,1
40,2,96129,8,11,1,11,1,1,1,0,0,40,1,2
42,2,111949,2,9,1,5,3,1,2,0,0,35,1,1
26,1,117125,5,5,1,7,1,1,1,0,0,40,22,1
36,2,348022,13,6,1,4,3,1,2,0,0,24,1,1
62,2,270092,4,14,1,3,1,1,1,0,0,40,1,2
43,2,180609,1,13,1,8,1,1,1,0,0,45,1,1
43,2,174575,1,13,2,1,2,1,1,0,1564,45,1,2
22,2,410439,2,9,3,6,2,1,1,0,0,55,1,1
28,2,92262,2,9,1,7,1,1,1,0,0,40,1,1
56,1,183081,6,10,1,6,1,1,1,0,0,45,1,1
22,2,362589,7,12,4,6,2,1,2,0,0,15,1,1
57,2,212448,1,13,2,1,2,1,2,0,0,45,1,2
39,2,481060,2,9,2,6,5,1,2,0,0,40,1,1
26,4,185885,6,10,4,5,5,1,2,0,0,15,1,1
17,2,89821,3,7,4,4,4,1,1,0,0,10,1,1
40,3,184018,8,11,1,10,1,1,1,0,0,38,1,2
45,2,256649,2,9,1,10,1,2,1,0,0,40,1,1
44,2,160323,2,9,4,7,2,2,1,0,0,40,1,1
20,5,350845,6,10,4,5,4,1,2,0,0,10,1,1
33,2,267404,2,9,1,7,3,1,2,0,0,40,1,1
23,2,35633,6,10,4,6,2,1,1,0,0,40,1,1
46,1,80914,4,14,2,1,2,1,1,0,0,30,1,1
38,2,172927,2,9,1,6,1,1,1,0,0,50,1,1
54,2,174319,2,9,2,8,2,1,1,0,0,40,1,1
46,2,214955,12,3,2,7,2,1,2,0,2339,45,1,1
25,2,344991,6,10,1,7,1,1,1,0,0,40,1,1
46,2,108699,6,10,2,6,2,1,2,0,0,40,1,1
36,5,117312,6,10,1,8,3,1,2,0,0,40,1,1
23,2,396099,2,9,4,4,2,1,2,0,0,25,1,1
29,2,134152,2,9,5,10,2,1,1,0,0,40,1,1
44,2,162028,6,10,1,5,3,1,2,0,2415,6,1,2
19,2,25429,6,10,4,5,4,1,2,0,0,16,1,1
19,2,232392,2,9,4,4,6,1,2,0,0,40,1,1
35,2,220098,2,9,1,4,3,1,2,0,0,40,1,2
27,2,301302,1,13,4,7,2,1,1,0,0,50,1,1
46,1,277946,7,12,5,7,2,1,1,0,0,40,1,1
34,3,98101,1,13,1,1,1,1,1,7688,0,45,15,2
34,2,196164,2,9,4,4,2,1,2,0,0,35,1,1
44,2,115562,6,10,1,11,1,1,1,0,0,40,1,1
45,2,96975,6,10,2,2,5,1,2,0,0,40,1,1
25,2,86872,1,13,1,1,1,1,1,0,0,55,1,2
52,6,132178,1,13,1,1,1,1,1,0,0,50,1,2
20,2,416103,6,10,4,2,4,1,1,0,0,40,1,1
28,2,108574,6,10,4,4,2,1,2,0,0,40,1,1
50,3,288353,1,13,1,12,1,1,1,0,0,40,1,2
34,2,227689,8,11,2,11,2,1,2,0,0,64,1,1
28,2,166481,9,4,1,2,1,5,1,0,2179,40,7,1
41,2,445382,4,14,1,1,1,1,1,0,1977,65,1,2
28,2,110145,2,9,1,5,1,1,1,0,0,40,1,1
46,1,317253,2,9,1,7,1,1,1,0,0,25,1,1
32,2,364657,6,10,1,1,1,1,1,0,0,50,1,1
41,5,42346,6,10,2,4,2,2,2,0,0,24,1,1
24,2,241951,2,9,4,2,5,2,2,0,0,40,1,1
33,2,118500,6,10,2,1,5,1,2,0,0,40,1,1
46,2,188386,10,16,1,1,1,1,1,15024,0,60,1,2
31,3,1033222,6,10,1,10,1,1,1,0,0,40,1,1
35,2,92440,15,8,2,7,2,1,1,0,0,50,1,2
52,2,190762,16,2,1,10,1,1,1,0,0,40,6,1
30,2,426017,3,7,4,4,4,1,2,0,0,19,1,1
34,5,243867,3,7,5,10,2,2,1,0,0,40,1,1
34,3,240283,2,9,2,8,5,1,2,0,0,40,1,1
20,2,61777,6,10,1,6,1,1,1,0,0,30,1,1
17,2,175024,3,7,4,2,4,1,1,2176,0,18,1,1
32,3,92003,1,13,1,1,3,1,2,0,0,40,1,2
29,2,188401,2,9,2,9,2,1,1,0,0,40,1,1
33,2,228528,13,6,4,7,5,1,2,0,0,35,1,1
25,2,133373,2,9,1,8,1,1,1,0,0,60,1,1
36,4,255191,4,14,4,3,2,1,1,0,1408,40,1,1
23,2,204653,2,9,4,2,2,1,1,0,0,72,23,1
63,6,222289,2,9,1,1,1,1,1,0,0,40,1,2
47,5,287480,4,14,1,3,1,1,1,0,0,40,1,1
40,1,204116,1,13,3,3,2,1,2,2174,0,40,1,1
30,2,29662,7,12,1,4,3,1,2,0,0,25,1,2
27,2,116358,6,10,4,7,4,3,1,0,1980,40,13,1
33,2,208405,4,14,1,3,1,1,1,0,0,50,1,2
34,5,284843,2,9,4,9,2,2,1,594,0,60,1,1
34,5,117018,6,10,4,12,2,1,2,0,0,40,1,1
23,2,81281,6,10,1,5,1,1,1,0,0,40,1,1
42,5,340148,6,10,1,5,3,1,2,0,0,40,1,1
29,2,363425,1,13,4,3,2,1,1,0,0,40,1,1
45,2,45857,2,9,2,5,2,1,2,0,0,28,1,1
24,4,191073,2,9,4,13,4,1,1,0,0,40,1,1
44,2,116632,6,10,1,3,1,1,1,0,0,40,1,2
27,2,405855,5,5,4,7,6,1,1,0,0,40,6,1
20,2,298227,6,10,4,6,2,1,1,0,0,35,1,1
44,2,290521,2,9,7,1,5,2,2,0,0,40,1,1
51,2,56915,2,9,1,7,1,4,1,0,0,40,1,1
20,2,146538,2,9,1,10,1,1,1,0,0,40,1,1
19,2,206399,2,9,4,10,4,2,2,0,0,40,1,1
45,6,197332,6,10,1,7,1,1,1,0,0,55,1,2
60,2,245062,2,9,1,7,1,1,1,0,0,40,1,2
42,2,197583,7,12,1,1,1,2,1,0,0,40,15,2
44,1,234885,2,9,1,6,3,1,2,0,0,40,1,2
40,2,72887,8,11,1,10,1,3,1,0,0,40,1,2
30,2,180374,2,9,1,1,3,1,2,0,0,40,1,1
38,2,351299,6,10,1,8,1,2,1,0,0,50,1,1
23,2,54012,2,9,1,8,1,1,1,0,0,60,1,1
44,2,116632,7,12,4,9,4,1,1,0,0,40,1,1
54,5,288825,2,9,1,8,1,2,1,0,0,40,1,1
32,2,132601,1,13,1,3,1,1,1,0,0,50,1,1
50,2,193374,16,2,3,7,5,1,1,0,0,40,1,1
24,2,170070,1,13,4,11,2,1,2,0,0,20,1,1
37,2,126708,2,9,1,5,3,1,2,0,0,60,1,1
52,2,35598,2,9,2,8,5,1,1,0,0,40,1,1
38,2,33983,6,10,1,8,1,1,1,0,0,40,1,1
49,2,192776,4,14,1,1,1,1,1,0,1977,45,1,2
30,2,118551,1,13,1,11,3,1,2,0,0,16,1,2
60,2,201965,6,10,4,3,5,1,1,0,0,40,1,2
35,2,285020,2,9,4,7,2,1,1,0,0,40,1,1
30,2,303990,2,9,4,8,2,1,1,0,0,60,1,1
67,2,49401,8,11,2,4,2,1,2,0,0,24,1,1
46,2,279196,1,13,4,7,2,1,2,0,0,40,1,1
17,2,211870,5,5,4,4,2,1,1,0,0,6,1,1
22,2,281432,6,10,4,2,4,1,1,0,0,30,1,1
